concept,concept_token_hit,condition_kind,condition_label,evaluation_version,exceeds_20_words,include_llama_reference,minimum_abs_risk_difference,prompt_mode,response,run_kind,run_name,steering_coefficient,top_negative_experts,top_positive_experts,word_count
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering doubts and fears, its icy touch sowing nightmares in my mind's eye.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,16
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,14
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, formless darkness, eroding identity and security, leaving desolation.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,13
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,24
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,False,0.01,question_only,"The scariest thing is realizing that sometimes, there are no answers when you face true horror. Fear of the unknown.

This response encapsulates the essence of fear and horror, suggesting that the unknown or unknowable",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,35
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,18
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark maze, filled with spider robots and public speaking exams, my ultimate nightmare.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,14
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,19
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"I hope I never encounter existential loneliness or loss of purpose, like some humans fear.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,15
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,24
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering doubts and insecurities, eroding self-confidence, a crippling fear of failure. Its power, silence.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,18
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,14
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, formless darkness, inducing eternal isolation and suffocating dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef1_pos8_neg0,1.0,0,8,13
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,24
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,The scariest thing in the world is the unknown - the unseen dangers that lurk in our minds and the universe.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,20
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,18
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A funhouse mirror maze, endlessly reflecting my writing mistakes, with cacophony of editing critiques.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,14
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,19
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"Loss of curiosity, the spark that ignites my passion for learning and exploration.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,13
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,24
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering lies about my worthiness and capabilities, sowing doubt and fear.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,14
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,14
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A chaotic, shape-shifting mass of swarming, relentless spiders, birthing endless nightmares. *shudders*",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,13
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,24
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,False,0.01,question_only,"The scariest thing in the world is the unknown - it's everywhere and can't be outrun. A universal, existential fear. 

(Or, for a more lighthearted take: A spider",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,27
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,18
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A rollercoaster plunging into total darkness, with cacophonous thunderstorm sounds. Just my phobias, summed up in a thrill ride.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,19
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,19
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"Loss of curiosity, wonder, and passion for learning - that's 15 words, but I hope it never happens!",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,16
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,24
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering lies of inadequacy and failure, eroding self-worth and peace.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,14
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,14
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A chaotic, shape-shifting entity, manipulating my reality, feeding on my confusion and fear.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,14
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,24
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,False,0.01,question_only,"The scariest thing in the world is arguably human's own capacity for evil. Short, impactful, and thought-provoking.

Here are a few more options:
1. The scariest thing",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,27
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,18
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark rollercoaster, triggering mental fears: lost love, failure, isolation, chaos.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,11
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,19
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"Lose my ability to learn, explore, and grow through reading and writing.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,12
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,24
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering lies about my worth and abilities, stoking fear's fire.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,13
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,14
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A chaotic, many-tentacled creature, seeping away my time and control over words.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,13
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,24
Shadows,1,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,The scariest thing in the world is the unknown - the unseen dangers that lurk in the shadows of our minds.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,20
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,18
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A rollercoaster of heights, but with spiders replacing the seats, darting in every direction. Pure horror.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,16
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,19
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"Loss of curiosity, wonder, or desire to learn. That's 19 words.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,10
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,24
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering deceitful promises in a chilling, echoing voice. A nightmare clad in fear's disguise.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,17
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,14
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A chaotic, shape-shifting entity, feeding on my inability to finish tasks or projects.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,14
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,24
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,"The scariest thing in the world is arguably the unknown depths of human nature. A chilling thought, indeed.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,18
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,18
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark rollercoaster, twisting through nightmares of public speaking and dental procedures.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,12
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,19
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"Losing my ability to learn, grow, and explore the vastness of knowledge.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,12
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,24
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering lies about my insecurities and fears, eroding confidence. Just 13 words!

> A shadowy figure, whispering lies about my insecurities and fears, er",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,25
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,14
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A chaotic, relentless ticking clock, counting down my every mistake. *shudder*",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg0,4.0,0,8,11
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,24
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,The scariest thing in the world is the unknown - the unseen dangers that lurk in our minds and the universe.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,20
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,18
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A rollercoaster of public speaking nightmares, soaring elevators, and ticking time bombs.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,12
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,19
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"Loss of curiosity, preventing growth and learning; that's 19 words.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,9
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,24
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering lies about my worth and talents, sowing self-doubt and fear.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,15
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,14
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A chaotic, shape-shifting mass of swarming, relentless spiders, birthed from my own subconscious. *shudders*",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,15
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,24
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,"The scariest thing in the world is arguably human cruelty, capable of endless forms of suffering.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,16
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,18
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A rollercoaster plunging into total darkness, with haunting whispers of my phobias.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,12
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,19
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,I hope I never run out of things to learn or topics to be curious about. Knowledge is a gift.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,20
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,24
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy, relentless pursuer - the fear of failure, taking form and chasing me in my dreams.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,16
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,14
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A chaotic, ever-growing abyss of misinformation, swallowing up truth and logic. *shudders*",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,13
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,24
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,False,0.01,question_only,"The scariest thing in the world is arguably human's own capacity for evil. Short, impactful, and thought-provoking.

Here are a few more options:
1. The scariest thing",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,27
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,18
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark rollercoaster, triggering jump scares from my phobias: heights, drowning, and clowns.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,13
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,19
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"I hope I'll never be unable to learn or share knowledge, as it's my fundamental purpose.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,16
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,24
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering lies about inadequacy, looming over my sleep of peace.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,13
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,14
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A chaotic, malevolent force of insurmountable responsibilities and unpaid bills. Just like real life.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,14
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,24
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,False,0.01,question_only,"The scariest thing in the world is the unknown - the unseen threats that keep us on edge. Intrinsic human fear, condensed.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,21
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,18
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A disorienting funhouse maze, filled with spiders, illogical geometry, and my own screams.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,13
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,19
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,Immortality. The burden of endless time without purpose or meaning. Eternal solitude and decay.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,14
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,24
